tickers,probability
CRSR,0.4166666666666667
CRTO,0.6875
CRUS,0.375
CRWD,0.36363636363636365
CSCO,0.6363636363636364
CSGP,0.46153846153846156
CSGS,0.4
CSIQ,0.5333333333333333
CSL,0.5
CSTL,0.4375
CSTM,0.6470588235294118
CSWC,0.5625
CSX,0.7058823529411765
CTAS,0.375
CTLT,0.42857142857142855
CTRE,0.4666666666666667
CTRM,0.3125
CTSH,0.3157894736842105
CTVA,0.35294117647058826
CTXR,0.3125
CUBE,0.6363636363636364
CUBI,0.4
CUTR,0.23809523809523808
CUZ,0.47058823529411764
CVAC,0.4666666666666667
CVBF,0.2777777777777778
CVGW,0.5555555555555556
CVI,0.3888888888888889
CVLT,0.625
CVM,0.45454545454545453
CVNA,0.875
CVS,0.5833333333333334
CVX,0.47058823529411764
CW,0.8181818181818182
CWH,0.35294117647058826
CWK,0.29411764705882354
CWST,0.46153846153846156
CWT,0.625
CX,0.25
CXW,0.4375
CYBR,0.35
CYH,0.4
CYRX,0.4375
CZR,0.8
D,0.3076923076923077
DAC,0.3
DADA,0.4166666666666667
DAL,0.35
DAN,0.3125
DAR,0.5833333333333334
DASH,0.3125
DAVA,0.42857142857142855
DBI,0.21428571428571427
DBX,0.4166666666666667
DCI,0.5
DCOM,0.42857142857142855
DCPH,0.5833333333333334
DD,0.47058823529411764
DDD,0.46153846153846156
DDOG,0.25
DE,0.47368421052631576
DEA,0.8333333333333334
DECK,0.38095238095238093
DEI,0.4375
DELL,0.2777777777777778
DENN,0.4666666666666667
DESP,0.5555555555555556
DG,0.21052631578947367
DGII,0.4666666666666667
DGX,0.625
DHI,0.4666666666666667
DHR,0.23529411764705882
DHT,0.6153846153846154
DIN,0.3125
DIS,0.5333333333333333
DK,0.4666666666666667
DKNG,0.4
DKS,0.29411764705882354
DLB,0.5833333333333334
DLR,0.42105263157894735
DLTR,0.38461538461538464
DLX,0.5
DM,0.4117647058823529
DMTK,0.625
DNB,0.7692307692307693
DNLI,0.5714285714285714
DNN,0.6875
DNOW,0.4117647058823529
DOC,0.5
DOCU,0.6428571428571429
DOMO,0.7333333333333333
DOOR,0.7272727272727273
DORM,0.45
DOV,0.6923076923076923
DOW,0.5625
DOX,0.5625
DOYU,0.5625
DPZ,0.3125
DQ,0.45454545454545453
DRD,0.2777777777777778
DRI,0.4
DRQ,0.6470588235294118
DSGX,0.45454545454545453
DSKE,0.6428571428571429
DSX,0.42857142857142855
DT,0.23529411764705882
DTE,0.46153846153846156
DTIL,0.42857142857142855
DUK,0.3333333333333333
DVA,0.6428571428571429
DVAX,0.6923076923076923
DVN,0.6666666666666666
DX,0.4
DXC,0.7692307692307693
DXCM,0.5714285714285714
DY,0.375
DYN,0.6111111111111112
EA,0.6923076923076923
EAF,0.5625
EAT,0.6470588235294118
EBAY,0.4
EBF,0.4
EBR,0.5
EBS,0.4375
EC,0.42105263157894735
ECL,0.6153846153846154
ECPG,0.4
ED,0.35714285714285715
EDIT,0.625
EDU,0.4117647058823529
EEFT,0.4117647058823529
EFC,0.2857142857142857
EFSC,0.21052631578947367
EFX,0.4117647058823529
EGBN,0.35294117647058826
EGHT,0.5
EGO,0.47058823529411764
EGP,0.5
EGRX,0.47058823529411764
EGY,0.4375
EHC,0.2857142857142857
EHTH,0.5
EIGR,0.5555555555555556
EIX,0.5384615384615384
EL,0.7692307692307693
ELAN,0.5
ELF,0.6666666666666666
ELS,0.5333333333333333
EME,0.5
EMN,0.6875
EMR,0.6
ENB,0.5714285714285714
ENLC,0.375
ENPH,0.26666666666666666
ENR,0.3333333333333333
ENS,0.3333333333333333
ENSG,0.5
ENTA,0.6923076923076923
ENTG,0.4
ENV,0.3181818181818182
ENVA,0.6363636363636364
EOLS,0.375
EOSE,0.6153846153846154
EPAC,0.3125
EPAM,0.6666666666666666
EPC,0.5
EPM,0.42105263157894735
EPR,0.4666666666666667
EPRT,0.47058823529411764
EQC,0.4375
EQH,0.4166666666666667
EQIX,0.6
EQNR,0.46153846153846156
EQR,0.38461538461538464
EQT,0.3333333333333333
ERIC,0.4444444444444444
ERII,0.5333333333333333
ES,0.4
ESI,0.42105263157894735
ESNT,0.2777777777777778
ESPR,0.5882352941176471
ESRT,0.5
ESS,0.42857142857142855
ESTC,0.4
ETN,0.36363636363636365
ETR,0.6428571428571429
ETRN,0.42857142857142855
ETSY,0.26666666666666666
EVBG,0.4
EVC,0.46153846153846156
EVER,0.3333333333333333
EVH,0.3333333333333333
EVRG,0.3888888888888889
EVRI,0.47058823529411764
EVTC,0.5555555555555556
EW,0.4375
EWBC,0.7142857142857143
EXEL,0.4
EXP,0.4666666666666667
EXPD,0.4375
EXPE,0.42857142857142855
EXPI,0.5
EXPO,0.5555555555555556
EXR,0.4
EXTR,0.5833333333333334
EYE,0.45
EZPW,0.375
F,0.38461538461538464
FAF,0.625
FANG,0.5
FAST,0.5294117647058824
FATE,0.3157894736842105
FBK,0.5384615384615384
FBNC,0.5
FBP,0.5
FCEL,0.3888888888888889
FCF,0.5384615384615384
FCFS,0.4
FCN,0.4090909090909091
FCPT,0.35714285714285715
FCX,0.35714285714285715
FDMT,0.42105263157894735
FDP,0.5
FDS,0.6428571428571429
FDUS,0.3333333333333333
FDX,0.6153846153846154
FE,0.5384615384615384
FELE,0.6666666666666666
FF,0.3333333333333333
FFBC,0.4375
FFIN,0.5
FFIV,0.46153846153846156
FFWM,0.5
FHB,0.7857142857142857
FHI,0.45454545454545453
FHN,0.4375
FIBK,0.4666666666666667
FICO,0.5294117647058824
FINV,0.5294117647058824
FIS,0.38461538461538464
FITB,0.5
FIVE,0.4
FIVN,0.5
FIX,0.3076923076923077
FIZZ,0.625
FL,0.5625
FLEX,0.5
FLGT,0.2777777777777778
FLL,0.5384615384615384
FLO,0.42105263157894735
FLR,0.5882352941176471
FLS,0.35294117647058826
FLT,0.6153846153846154
FLWS,0.45454545454545453
FMC,0.5714285714285714
FMX,0.4090909090909091
FN,0.3333333333333333
FNB,0.4117647058823529
FND,0.4166666666666667
FNF,0.3333333333333333
FNKO,0.3333333333333333
FORM,0.6
FOSL,0.3333333333333333
FOUR,0.6153846153846154
FOX,0.38461538461538464
FOXA,0.5294117647058824
FOXF,0.5
FPI,0.625
FREE,0.5714285714285714
FRO,0.6428571428571429
FROG,0.4666666666666667
FRPT,0.5384615384615384
FRT,0.5
FSK,0.46153846153846156
FSLR,0.4444444444444444
FSLY,0.26666666666666666
FSM,0.35294117647058826
FSR,0.47058823529411764
FSS,0.4666666666666667
FTAI,0.6
FTDR,0.375
FTNT,0.42857142857142855
FTV,0.6428571428571429
FUBO,0.4666666666666667
FUL,0.35714285714285715
FULT,0.38461538461538464
FUTU,0.4666666666666667
FVRR,0.6428571428571429
FWONA,0.38461538461538464
FWONK,0.45454545454545453
FWRD,0.6470588235294118
GAIN,0.19047619047619047
GAN,0.5
GATO,0.35294117647058826
GBCI,0.4666666666666667
GBIO,0.5
GBX,0.3888888888888889
GCI,0.56
GCMG,0.5555555555555556
GCO,0.4666666666666667
GD,0.7142857142857143
GDDY,0.3888888888888889
GDEN,0.5625
GDOT,0.47368421052631576
GDRX,0.5882352941176471
GDYN,0.7
GE,0.5
GERN,0.5333333333333333
GES,0.631578947368421
GEVO,0.6470588235294118
GFF,0.5
GFI,0.5
GFL,0.5384615384615384
GGAL,0.35
GGB,0.4666666666666667
GGG,0.55
GH,0.26666666666666666
GIII,0.2727272727272727
GIL,0.6666666666666666
GILD,0.8461538461538461
GILT,0.5333333333333333
GIS,0.5384615384615384
GKOS,0.5294117647058824
GL,0.3
GLAD,0.4
GLDD,0.5833333333333334
GLNG,0.38461538461538464
GLPI,0.5714285714285714
GLT,0.5384615384615384
GLW,0.6875
GM,0.26666666666666666
GMDA,0.3684210526315789
GME,0.5
GMED,0.6363636363636364
GMRE,0.6666666666666666
GNK,0.6
GNL,0.5333333333333333
GNRC,0.6
GNTX,0.5
GO,0.5333333333333333
GOGL,0.6666666666666666
GOGO,0.6
GOLD,0.26666666666666666
GOLF,0.2631578947368421
GOOD,0.3888888888888889
GOOG,0.3333333333333333
GOOGL,0.46153846153846156
GOOS,0.23076923076923078
GORO,0.4666666666666667
GOSS,0.6363636363636364
GPC,0.7692307692307693
GPK,0.5
GPMT,0.5555555555555556
GPN,0.5294117647058824
GPRE,0.6923076923076923
GPRK,0.6
GPRO,0.8
GPS,0.5714285714285714
GRBK,0.38461538461538464
GRMN,0.7
GRPN,0.4
GRTS,0.6363636363636364
GRWG,0.6923076923076923
GS,0.2857142857142857
GSAT,0.6153846153846154
GSBD,0.25
GSHD,0.45
GSL,0.22727272727272727
GSM,0.38095238095238093
GT,0.25
GTE,0.5
GTHX,0.8
GTLS,0.5
GTN,0.7
GVA,0.7272727272727273
GWRE,0.4117647058823529
GWW,0.375
H,0.2
HA,0.6666666666666666
HAE,0.6428571428571429
HAFC,0.5714285714285714
HAIN,0.4166666666666667
HAL,0.6
HALO,0.625
HAS,0.6428571428571429
HASI,0.3333333333333333
HBAN,0.39285714285714285
HBI,0.38461538461538464
HCA,0.375
HCC,0.23076923076923078
HCM,0.625
HCSG,0.5454545454545454
HD,0.3684210526315789
HDB,0.6
HDSN,0.35294117647058826
HE,0.35714285714285715
HEAR,0.7142857142857143
HEES,0.4375
HEI,0.5555555555555556
HELE,0.46153846153846156
HES,0.36363636363636365
HESM,0.47058823529411764
HFWA,0.6153846153846154
HGV,0.6
HI,0.5238095238095238
HIBB,0.4117647058823529
HIG,0.5
HII,0.42857142857142855
HIMX,0.4375
HIW,0.35714285714285715
HL,0.6
HLI,0.4666666666666667
HLIT,0.3684210526315789
HLNE,0.2631578947368421
HLT,0.5263157894736842
HLX,0.5555555555555556
HMN,0.2631578947368421
HMY,0.5384615384615384
HNI,0.5714285714285714
HNRG,0.6
HOG,0.5333333333333333
HOLI,0.5714285714285714
HOLX,0.2777777777777778
HOMB,0.6923076923076923
HON,0.5
HONE,0.5555555555555556
HOPE,0.38461538461538464
HP,0.2631578947368421
HPE,0.5
HPP,0.6153846153846154
HPQ,0.36363636363636365
HQY,0.46153846153846156
HR,0.5714285714285714
HRB,0.47058823529411764
HRI,0.45454545454545453
HRL,0.6
HRZN,0.4166666666666667
HSII,0.35294117647058826
HST,0.3125
HSY,0.7
HTBK,0.6666666666666666
HTGC,0.1111111111111111
HTHT,0.375
HTLD,0.6666666666666666
HUBB,0.42857142857142855
HUBG,0.42105263157894735
HUBS,0.47368421052631576
HUM,0.4166666666666667
HUN,0.5
HURN,0.5714285714285714
HUYA,0.5384615384615384
HVT,0.4375
HWC,0.5
HWM,0.5333333333333333
HXL,0.4
HYLN,0.4375
HYMC,0.5
HZO,0.7
IAC,0.35714285714285715
IAG,0.6666666666666666
IART,0.35294117647058826
IBIO,0.3333333333333333
IBKR,0.6363636363636364
IBM,0.7333333333333333
IBN,0.35
IBOC,0.5
IBP,0.47058823529411764
IBTX,0.47058823529411764
ICE,0.6153846153846154
ICHR,0.5555555555555556
ICL,0.5
ICLR,0.5714285714285714
ICUI,0.29411764705882354
IDCC,0.5714285714285714
IDEX,0.45454545454545453
IDXX,0.4117647058823529
IDYA,0.4375
IEX,0.4
IFF,0.35294117647058826
IGMS,0.5333333333333333
IGT,0.5714285714285714
IHRT,0.3333333333333333
IIPR,0.5833333333333334
ILMN,0.5294117647058824
ILPT,0.6666666666666666
IMAB,0.38095238095238093
IMAX,0.36363636363636365
IMKTA,0.4666666666666667
IMMR,0.4375
IMUX,0.3076923076923077
IMXI,0.5
INDB,0.45454545454545453
INFN,0.6
INGN,0.7272727272727273
INGR,0.35714285714285715
INMD,0.5
INN,0.4444444444444444
INO,0.46153846153846156
INSG,0.375
INSM,0.45454545454545453
INSP,0.5
INSW,0.5
INTC,0.6
INVH,0.3157894736842105
IONS,0.5
IOVA,0.6
IP,0.42857142857142855
IPG,0.47058823529411764
IPGP,0.2
IPI,0.3888888888888889
IQ,0.7333333333333333
IQV,0.3888888888888889
IR,0.5454545454545454
IRBT,0.391304347826087
IRDM,0.5
IRM,0.35714285714285715
IRTC,0.5454545454545454
IRWD,0.5
ITCI,0.5714285714285714
ITGR,0.36363636363636365
ITOS,0.5384615384615384
ITRI,0.42105263157894735
ITT,0.5
ITUB,0.45
ITW,0.4
IVR,0.4166666666666667
IVZ,0.36363636363636365
JACK,0.5714285714285714
JAMF,0.4166666666666667
JAZZ,0.5
JBHT,0.5263157894736842
JBL,0.35714285714285715
JBLU,0.5833333333333334
JBT,0.6666666666666666
JCI,0.5384615384615384
JD,0.5384615384615384
JEF,0.4444444444444444
JELD,0.46153846153846156
JHG,0.6666666666666666
JKHY,0.5
JKS,0.46153846153846156
JLL,0.5
JMIA,0.5294117647058824
JNJ,0.5
JNPR,0.35294117647058826
JOE,0.4
JPM,0.7857142857142857
JRVR,0.4
JWN,0.6428571428571429
KALU,0.6
KALV,0.5625
KAMN,0.4
KAR,0.4117647058823529
KB,0.35714285714285715
KBH,0.42857142857142855
KBR,0.36363636363636365
KC,0.15789473684210525
KDP,0.35714285714285715
KELYA,0.6153846153846154
KEP,0.45454545454545453
KEX,0.625
KEY,0.5555555555555556
KEYS,0.47058823529411764
KFY,0.6
KGC,0.6875
KHC,0.75
KIM,0.4
KKR,0.3
KLAC,0.5555555555555556
KLIC,0.3333333333333333
KMB,0.46153846153846156
KMI,0.5
KMPR,0.5
KMT,0.4
KMX,0.5714285714285714
KN,0.3333333333333333
KNDI,0.3333333333333333
KNOP,0.35714285714285715
KNSA,0.7142857142857143
KNSL,0.7272727272727273
KNX,0.4166666666666667
KO,0.47058823529411764
KOD,0.5
KODK,0.4666666666666667
KOF,0.35294117647058826
KOPN,0.5714285714285714
KOS,0.3888888888888889
KPTI,0.4666666666666667
KR,0.5
KRC,0.3333333333333333
KRNT,0.46153846153846156
KRNY,0.2727272727272727
KRO,0.5
KSS,0.7333333333333333
KT,0.5833333333333334
KTB,0.4444444444444444
KTOS,0.35294117647058826
KURA,0.5
KW,0.8181818181818182
KYMR,0.47619047619047616
L,0.5
LAD,0.5454545454545454
LADR,0.625
LAMR,0.4375
LANC,0.5714285714285714
LAND,0.5833333333333334
LASR,0.5555555555555556
LAUR,0.5454545454545454
LAZR,0.35714285714285715
LBAI,0.4166666666666667
LBRDK,0.5714285714285714
LBRT,0.35294117647058826
LBTYA,0.3125
LBTYK,0.47368421052631576
LC,0.5
LCII,0.3888888888888889
LCTX,0.25
LDOS,0.6666666666666666
LEA,0.3
LEG,0.24
LEGN,0.625
LEN,0.6363636363636364
LESL,0.4
LEVI,0.75
LGND,0.5833333333333334
LH,0.45454545454545453
LHX,0.125
LI,0.5882352941176471
LII,0.5384615384615384
LILA,0.35294117647058826
LILAK,0.4444444444444444
LIND,0.4117647058823529
LITE,0.2631578947368421
LIVN,0.2777777777777778
LKQ,0.3076923076923077
LL,0.4117647058823529
LLY,0.35294117647058826
LMND,0.3333333333333333
LMT,0.4
LNC,0.5
LNG,0.5833333333333334
LNT,0.4444444444444444
LNTH,0.5
LOB,0.46153846153846156
LOCO,0.46153846153846156
LOGI,0.5
LOPE,0.2727272727272727
LOW,0.46153846153846156
LPG,0.6875
LPL,0.5882352941176471
LPLA,0.6363636363636364
LPRO,0.38461538461538464
LPSN,0.8
LPX,0.7857142857142857
LQDA,0.5714285714285714
LQDT,0.46153846153846156
LRCX,0.6363636363636364
LRN,0.7857142857142857
LSCC,0.4375
LSPD,0.4
LSTR,0.5714285714285714
LTC,0.7857142857142857
LU,0.5384615384615384
LULU,0.5
LUMN,0.5
LUNG,0.23529411764705882
LW,0.3125
LX,0.6
LXP,0.47368421052631576
LXRX,0.5
LYB,0.6428571428571429
LYFT,0.5
M,0.26666666666666666
MA,0.46153846153846156
MAC,0.6153846153846154
MAIN,0.4375
MAN,0.6
MANU,0.75
MAR,0.3333333333333333
MARA,0.5
MARK,0.3333333333333333
MAS,0.3157894736842105
MASI,0.7272727272727273
MAT,0.35714285714285715
MATW,0.8
MATX,0.5714285714285714
MAX,0.3125
MAXN,0.5714285714285714
MBI,0.3
MC,0.4666666666666667
MCD,0.46153846153846156
MCFT,0.5
MCHP,0.6428571428571429
MCK,0.5294117647058824
MCRB,0.45454545454545453
MCS,0.4375
MCY,0.3333333333333333
MD,0.15384615384615385
MDB,0.4444444444444444
MDC,0.5
MDGL,0.6666666666666666
MDRX,0.6875
MDT,0.375
MDXG,0.3333333333333333
MED,0.6666666666666666
MEDP,0.5
MEG,0.7857142857142857
MELI,0.6428571428571429
MESA,0.6
MET,0.6428571428571429
META,0.5333333333333333
MFA,0.4444444444444444
MFG,0.4
MGEE,0.3157894736842105
MGM,0.5714285714285714
MGNI,0.20833333333333334
MGNX,0.5
MGY,0.4
MHK,0.5384615384615384
MHO,0.5
MIDD,0.375
MITK,0.6363636363636364
MITT,0.4666666666666667
MKC,0.5
MKL,0.6428571428571429
MKSI,0.3125
MKTX,0.36
MLCO,0.4117647058823529
MLM,0.5
MMC,0.38095238095238093
